번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
239,인천광역시 동구청,인천광역시 동구 금창로 51,인천광역시 동구 금곡동 54-11,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.4839199,126.6186946,2020-09-01
240,인천광역시 동구청,인천광역시 동구 화수로 69번길 10,인천광역시 동구 화수동 37-103,다목적,1,200,360도전방면,30,2017-07,032-770-6300,37.48360774,126.6206182,2020-09-01
241,인천광역시 동구청,인천광역시 동구 금창로21번길 5,인천광역시 동구 창영동 40-18,다목적,3,200,360도전방면,30,2015-01,032-770-6300,37.4822111,126.6193757,2020-09-01
242,인천광역시 동구청,인천광역시 동구 금창로 16,인천광역시 동구 창영동 40-34,다목적,4,200,360도전방면,30,2016-06,032-770-6300,37.4811532,126.6203048,2020-09-01
243,인천광역시 동구청,인천광역시 동구 우각로99번길 9,인천광역시 동구 창영동 110-21,다목적,1,200,360도전방면,30,2019-06,032-770-6300,37.4818201,126.6224605,2020-09-01
244,인천광역시 동구청,인천광역시 동구 금송로 3,인천광역시 동구 금곡동 67-15,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.48142764,126.6218376,2020-09-01
245,인천광역시 동구청,인천광역시 동구 금송로 35,인천광역시 동구 송림동 89-24,다목적,3,200,360도전방면,30,2013-02,032-770-6300,37.48173628,126.6236851,2020-09-01
246,인천광역시 동구청,인천광역시 동구 우각로147번길 14,인천광역시 동구 송림동 92-117,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.48098194,126.6267548,2020-09-01
247,인천광역시 동구청,인천광역시 동구 쌍우물로 92,인천광역시 동구 화수동 93-1,다목적,2,200,360도전방면,30,2017-06,032-770-6300,37.48311259,126.6269704,2020-09-01
248,인천광역시 동구청,인천광역시 동구 화도진로7번길 5-2,인천광역시 동구 금곡동 3-41,어린이보호,2,200,360도전방면,30,2017-08,032-770-6300,37.48251372,126.619977,2020-09-01
249,인천광역시 동구청,인천광역시 동구 우각로119번길 8,인천광역시 동구 창영동 116-58,다목적,3,200,360도전방면,30,2016-06,032-770-6300,37.48433557,126.6239324,2020-09-01
250,인천광역시 동구청,인천광역시 동구 샛골로73번길 4,인천광역시 동구 창영동 100-1,다목적,2,200,360도전방면,30,2016-06,032-770-6300,37.4800328,126.6271333,2020-09-01
251,인천광역시 동구청,인천광역시 동구 금창로8번길 15,인천광역시 동구 금곡동 70-17,다목적,3,200,360도전방면,30,2016-06,032-770-6300,37.4837093,126.6265482,2020-09-01
252,인천광역시 동구청,인천광역시 동구 금곡로 30번길 8,인천광역시 동구 금곡동 37-10,다목적,3,200,360도전방면,30,2016-06,032-770-6300,37.4815365,126.6211033,2020-09-01
253,인천광역시 동구청,인천광역시 동구 우각로 93번길 12-10,인천광역시 동구 창영동 110-13,다목적,3,200,360도전방면,30,2016-06,032-770-6300,37.48138144,126.6198019,2020-09-01
254,인천광역시 동구청,인천광역시 동구 금곡로 49,인천광역시 동구 금곡동 51-29,다목적,2,200,360도전방면,30,2018-05,032-770-6300,37.48123802,126.6200332,2020-09-01
255,인천광역시 동구청,인천광역시 동구 우각로 26,인천광역시 동구 창영동 21-15,다목적,4,200,360도전방면,30,2020-06,032-770-6300,37.48204611,126.6210609,2020-09-01
256,인천광역시 동구청,인천광역시 동구 샛골로73번길 18-1,인천광역시 동구 창영동 90-2,다목적,1,200,180도양뱡향,30,2018-06,032-770-6300,37.48382835,126.628803,2020-09-01
257,인천광역시 동구청,인천광역시 동구 우각로 70,인천광역시 동구 창영동 42-5,다목적,3,200,360도전방면,30,2019-06,032-770-6300,37.48366849,126.6295409,2020-09-01
258,인천광역시 동구청,인천광역시 동구 쌍우물로 72번길 8,인천광역시 동구 화수동 180,다목적,3,200,360도전방면,30,2016-06,032-770-6300,37.4828155,126.630576,2020-09-01
259,인천광역시 동구청,인천광역시 동구 서해대로 518-3,인천광역시 동구 창영동 13-29,다목적,3,200,360도전방면,30,2017-06,032-770-6300,37.4821484,126.6300049,2020-09-01
260,인천광역시 동구청,인천광역시 동구 우각로 58,인천광역시 동구 창영동 70-4,다목적,4,200,360도전방면,30,2017-06,032-770-6300,37.48201406,126.6271793,2020-09-01
261,인천광역시 동구청,인천광역시 동구 화도로53번길 4,인천광역시 동구 화수동 172-2,다목적,3,200,360도전방면,30,2019-06,032-770-6300,37.4820346,126.6309126,2020-09-01
262,인천광역시 동구청,인천광역시 동구 화도진로 127,인천광역시 동구 화수동 140-11,다목적,3,200,180도양뱡향,30,2016-06,032-770-6300,37.48148073,126.6283533,2020-09-01
263,인천광역시 동구청,인천광역시 동구 화도로 50번길 16,인천광역시 동구 화수동 207-2,다목적,3,200,90도단방향,30,2016-06,032-770-6300,37.48164992,126.6294387,2020-09-01
264,인천광역시 동구청,인천광역시 동구 화도진로 114,인천광역시 동구 화수동 140-1,어린이보호,2,200,360도전방면,30,2016-06,032-770-6300,37.48148073,126.6283533,2020-09-01
265,인천광역시 동구청,인천광역시 동구 화도진로 154번길 7,인천광역시 동구 만석동 12-20,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.4807023,126.6288498,2020-09-01
266,인천광역시 동구청,인천광역시 동구 화도진로 106번길 30,인천광역시 동구 화수동 252-12,다목적,3,200,360도전방면,30,2016-06,032-770-6300,37.4799419,126.6277681,2020-09-01
267,인천광역시 동구청,인천광역시 동구 화도진로 114,인천광역시 동구 화수동 290-1,어린이보호,3,200,360도전방면,30,2015-01,032-770-6300,37.48111081,126.629907,2020-09-01
268,인천광역시 동구청,인천광역시 동구 화도진로 156,인천광역시 동구 만석동 12-31,다목적,1,200,360도전방면,30,2017-07,032-770-6300,37.48142591,126.6304079,2020-09-01
269,인천광역시 동구청,인천광역시 동구 화도진로 106번길 1,인천광역시 동구 화수동 289-57,다목적,3,200,360도전방면,30,2018-05,032-770-6300,37.4808422,126.6303385,2020-09-01
270,인천광역시 동구청,인천광역시 동구 석수로 14,인천광역시 동구 화수동 287-31,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.481542,126.6265155,2020-09-01
271,인천광역시 동구청,인천광역시 동구 화도로33번길 1,인천광역시 동구 화수동 255,다목적,4,200,360도전방면,30,2016-06,032-770-6300,37.4802185,126.6315698,2020-09-01
272,인천광역시 동구청,인천광역시 동구 화도안로 19번길 11-5,인천광역시 동구 화수동 267-54,다목적,2,200,180도양뱡향,30,2019-03,032-770-6300,37.48063126,126.6333166,2020-09-01
273,인천광역시 동구청,인천광역시 동구 화도안로 5,인천광역시 동구 화수동 266-65,다목적,3,200,360도전방면,30,2020-06,032-770-6300,37.4808603,126.6326085,2020-09-01
274,인천광역시 동구청,인천광역시 동구 석수로 56,인천광역시 동구 만석동 26-2,다목적,3,200,360도전방면,30,2019-06,032-770-6300,37.48153248,126.632216,2020-09-01
275,인천광역시 동구청,인천광역시 동구 송화로31번길 20,인천광역시 동구 화평동 3-50,어린이보호,4,200,360도전방면,30,2015-01,032-770-6300,37.4798323,126.6292648,2020-09-01
276,인천광역시 동구청,인천광역시 동구 송화로 44번길 1,인천광역시 동구 송현동 66-679,다목적,3,200,360도전방면,30,2013-02,032-770-6300,37.4795527,126.6297063,2020-09-01
277,인천광역시 동구청,인천광역시 동구 쌍우물로 23,인천광역시 동구 화수동 278-5,다목적,5,200,360도전방면,30,2015-01,032-770-6300,37.47958053,126.6280358,2020-09-01
278,인천광역시 동구청,인천광역시 동구 화도진로 95번길 2,인천광역시 동구 화평동 242-11,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.47941677,126.6310063,2020-09-01
279,인천광역시 동구청,인천광역시 동구 화도진로 91,인천광역시 동구 화평동 222-2,다목적,1,200,180도양뱡향,30,2013-02,032-770-6300,37.47922597,126.6310776,2020-09-01
280,인천광역시 동구청,인천광역시 동구 운교로 5,인천광역시 동구 화수동 287-48,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.47881605,126.6313758,2020-09-01
281,인천광역시 동구청,인천광역시 동구 송화로 19번길 18,인천광역시 동구 화평동 152-17,다목적,3,200,360도전방면,30,2015-01,032-770-6300,37.47850483,126.6309676,2020-09-01
282,인천광역시 동구청,인천광역시 동구 송화로19번길 15,인천광역시 동구 화평동 350-17,다목적,4,200,360도전방면,30,2016-06,032-770-6300,37.47822465,126.6312656,2020-09-01
283,인천광역시 동구청,인천광역시 동구 송화로 19번길 1-8,인천광역시 동구 화평동 114,다목적,1,200,360도전방면,30,2013-02,032-770-6300,37.47864135,126.6296797,2020-09-01
284,인천광역시 동구청,인천광역시 동구 화도진로 75,인천광역시 동구 화평동 372,다목적,4,200,360도전방면,30,2018-07,032-770-6300,37.4769006,126.6313827,2020-09-01
285,인천광역시 동구청,인천광역시 동구 송화로 11,인천광역시 동구 화평동 393,다목적,3,200,360도전방면,30,2019-06,032-770-6300,37.48100007,126.6290566,2020-09-01
286,인천광역시 동구청,인천광역시 동구 화도진로 91번길 20,인천광역시 동구 화평동 289-1,다목적,2,200,360도전방면,30,2016-06,032-770-6300,37.48070325,126.6298093,2020-09-01
287,인천광역시 동구청,인천광역시 동구 송화로2번길 11,인천광역시 동구 송현동 108-7,어린이보호,4,200,360도전방면,30,2016-06,032-770-6300,37.4807394,126.6308786,2020-09-01
288,인천광역시 동구청,인천광역시 동구 화도진로 154번길 8,인천광역시 동구 만석동 14-15,다목적,3,200,360도전방면,30,2016-06,032-770-6300,37.48280716,126.629547,2020-09-01
289,인천광역시 동구청,인천광역시 동구 송림로173번길 15-2,인천광역시 동구 송림동 2-16,다목적,2,200,180도양뱡향,30,2017-07,032-770-6300,37.4783532,126.6539826,2020-03-02
290,인천광역시 동구청,인천광역시 동구 송향로 22번길 2,인천광역시 동구 송림동 2-137,다목적,1,200,360도전방면,30,2016-12,032-770-6300,37.4803513,126.6523673,2020-03-02
291,인천광역시 동구청,인천광역시 동구 송림로 173번길 21,인천광역시 동구 송림동 2-13,다목적,1,200,90도단방향,30,2016-11,032-770-6300,37.4784898,126.6541871,2020-03-02
292,인천광역시 동구청,인천광역시 동구 송림로43번길 9-1,인천광역시 동구 송림동 211-1,다목적,1,130,360도전방면,30,2016-12,032-770-6300,37.4746971,126.6396894,2020-03-02
293,인천광역시 동구청,인천광역시 동구 송림로 39,인천광역시 동구 송림동 210-2,다목적,4,200,360도전방면,300,2013-02,032-770-6300,37.47444496,126.6394326,2020-03-02
294,인천광역시 동구청,인천광역시 동구 인중로 682,인천광역시 동구 송림동 19-51,다목적,1,200,360도전방면,30,2018-01,032-770-6300,37.4797583,126.6474677,2020-03-02
295,인천광역시 동구청,인천광역시 동구 서해대로 567번길 2,인천광역시 동구 송림동 184-14,다목적,1,600,360도전방면,30,2014-09,032-770-6300,37.4762137,126.6386116,2020-03-02
296,인천광역시 동구청,인천광역시 동구 송현공원로 21,인천광역시 동구 송림동 176-7,다목적,2,200,180도양뱡향,30,2015-10,032-770-6300,37.4776165,126.6404007,2020-03-02
297,인천광역시 동구청,인천광역시 동구 솔빛로 62,인천광역시 동구 송림동 168-19,다목적,1,200,360도전방면,30,2019-06,032-770-6300,37.4765191,126.6402453,2020-03-02
298,인천광역시 동구청,인천광역시 동구 솔빛로73번길 6,인천광역시 동구 송림동 152-6,다목적,1,600,360도전방면,30,2015-10,032-770-6300,37.476583,126.6416529,2020-03-02
299,인천광역시 동구청,인천광역시 동구 안송로33번길 5,인천광역시 동구 송림동 149-1,다목적,1,200,360도전방면,30,2018-12,032-770-6300,37.4768033,126.6420807,2020-03-02
300,인천광역시 동구청,인천광역시 동구 안송로39번길 17,인천광역시 동구 송림동 147-4,다목적,4,200,360도전방면,30,2015-10,032-770-6300,37.476959,126.641438,2020-03-02
301,인천광역시 동구청,인천광역시 동구 송현공원로16번길 11,인천광역시 동구 송림동 146-5,다목적,1,600,360도전방면,30,2019-08,032-770-6300,37.477371,126.6412259,2020-03-02
302,인천광역시 동구청,인천광역시 동구 송현공원로 40,인천광역시 동구 송림동 138-2,다목적,1,200,360도전방면,30,2019-06,032-770-6300,37.4781694,126.6412341,2020-03-02
303,인천광역시 동구청,인천광역시 동구 송림로 118,인천광역시 동구 송림동 125-10,다목적,1,200,360도전방면,30,2015-11,032-770-6300,37.4764605,126.6476255,2020-03-02
304,인천광역시 동구청,인천광역시 동구  샛골로 175,인천광역시 동구 송림동 124-50,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.478033,126.644816,2020-03-02
305,인천광역시 동구청,인천광역시 동구 송미로25번길 4-5,인천광역시 동구 송림동 11-70,다목적,1,600,360도전방면,30,2019-12,032-770-6300,37.4823209,126.6487365,2020-03-02
306,인천광역시 동구청,인천광역시 동구 샛골로 212,인천광역시 동구 송림동 11-4,다목적,4,200,360도전방면,30,2015-10,032-770-6300,37.4812235,126.6458102,2020-03-02
307,인천광역시 동구청,인천광역시 동구 송림로70번길 13-2,인천광역시 동구 송림동 112-141,다목적,3,200,360도전방면,30,2016-11,032-770-6300,37.4745755,126.6430583,2020-03-02
308,인천광역시 동구청,인천광역시 동구 금곡로47번길 35,인천광역시 동구 송림동 112-128,다목적,3,200,360도전방면,30,2017-06,032-770-6300,37.4735509,126.6425748,2020-03-02
309,인천광역시 동구청,인천광역시 동구 송미로 23,인천광역시 동구 송림동 11-161,다목적,5,200,360도전방면,30,2013-12,032-770-6300,37.4825219,126.6481973,2020-03-02
310,인천광역시 동구청,인천광역시 동구 재능로 42,인천광역시 동구 송림동 103-31,다목적,1,200,360도전방면,30,2016-06,032-770-6300,37.4713736,126.6511912,2020-03-02
311,인천광역시 동구청,인천광역시 동구 동산로 18-1,인천광역시 동구 송림동 102-74,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4700522,126.6499624,2020-03-02
312,인천광역시 동구청,인천광역시 동구 박문로 6,인천광역시 동구 송림동 102-56,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4700593,126.6504336,2020-03-02
313,인천광역시 동구청,인천광역시 동구 박문로 2,인천광역시 동구 송림동 102-45,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4702174,126.6503132,2020-03-02
314,인천광역시 동구청,인천광역시 동구 새천년로26번길 5-3,인천광역시 동구 송림동 102-28,다목적,1,200,360도전방면,30,2017-07,032-770-6300,37.4709908,126.6497895,2020-03-02
315,인천광역시 동구청,인천광역시 동구 새천년로26번길 14,인천광역시 동구 송림동 102-19,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4704999,126.6500323,2020-03-02
316,인천광역시 동구청,인천광역시 동구 동산로 26,인천광역시 동구 송림동 102-129,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4705926,126.6495581,2020-03-02
317,인천광역시 동구청,인천광역시 동구 동산로 12번길 9-1,인천광역시 동구 송림동 102-103,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.46991159,126.6507254,2020-03-02
318,인천광역시 동구청,인천광역시 동구 재능로 27,인천광역시 동구 송림동 101-50,다목적,1,200,360도전방면,30,2015-10,032-770-6300,37.4711548,126.6504185,2020-03-02
319,인천광역시 동구청,인천광역시 동구 새천년로 34번길 3,인천광역시 동구 송림동 101-35,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4713548,126.6500192,2020-03-02
320,인천광역시 동구청,인천광역시 동구 새천년로 38번길 10-2,인천광역시 동구 송림동 101-30,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.471632,126.6503115,2020-03-02
321,인천광역시 동구청,인천광역시 동구 화도진로 170,인천광역시 동구 만석동 9-69,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4850901,126.62488,2020-03-02
322,인천광역시 동구청,인천광역시 동구 화도진로 170,인천광역시 동구 만석동 9-552,다목적,1,200,360도전방면,30,2015-11,032-770-6300,37.4850901,126.62488,2020-03-02
323,인천광역시 동구청,인천광역시 동구 화도진로 186번길 45,인천광역시 동구 만석동 9-430,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4852786,126.6252791,2020-03-02
324,인천광역시 동구청,인천광역시 동구 화도진로 186번길 65,인천광역시 동구 만석동 9-418,다목적,2,200,180도양뱡향,30,2017-08,032-770-6300,37.4847686,126.6261297,2020-03-02
325,인천광역시 동구청,인천광역시 동구 화도진로 186번길 10,인천광역시 동구 만석동 7-6,다목적,1,200,360도전방면,30,2018-12,032-770-6300,37.4856588,126.6233454,2020-03-02
326,인천광역시 동구청,인천광역시 동구 석수로27번길 13,인천광역시 동구 만석동 72-20,다목적,2,200,180도양뱡향,30,2015-10,032-770-6300,37.4800328,126.6271333,2020-03-02
327,인천광역시 동구청,인천광역시 동구 만석로36번길 4,인천광역시 동구 만석동 67-1,다목적,1,130,360도전방면,30,2015-10,032-770-6300,37.481692,126.6236851,2020-03-02
328,인천광역시 동구청,인천광역시 동구 제물량로 354번길 3,인천광역시 동구 만석동 62-2,다목적,1,600,360도전방면,30,2013-12,032-770-6300,37.4813839,126.6218376,2020-03-02
329,인천광역시 동구청,인천광역시 동구 화도진로 198번길 9,인천광역시 동구 만석동 5-24,다목적,1,200,360도전방면,30,2014-11,032-770-6300,37.4866702,126.6226078,2020-03-02
330,인천광역시 동구청,인천광역시 동구 제물량로 341번길 1,인천광역시 동구 만석동 50-7,다목적,4,200,360도전방면,30,2016-06,032-770-6300,37.4811532,126.6202884,2020-03-02
331,인천광역시 동구청,인천광역시 동구 제물량로 349,인천광역시 동구 만석동 47-13,어린이보호,3,200,360도전방면,30,2016-11,032-770-6300,37.4815365,126.6210931,2020-03-02
332,인천광역시 동구청,인천광역시 동구 어촌로 13번길 12,인천광역시 동구 만석동 44-8,다목적,2,130,180도양뱡향,30,2014-11,032-770-6300,37.4824668,126.619977,2020-03-02
333,인천광역시 동구청,인천광역시 동구 제물량로 341번길 55,인천광역시 동구 만석동 43-82,다목적,4,200,360도전방면,30,2018-06,032-770-6300,37.48334293,126.6189643,2020-03-02
334,인천광역시 동구청,인천광역시 동구 어촌로 22,인천광역시 동구 만석동 43-386,다목적,1,200,360도전방면,30,2014-11,032-770-6300,37.4834878,126.6204512,2020-03-02
335,인천광역시 동구청,인천광역시 동구 제물량로 335번길 20-18,인천광역시 동구 만석동 43-363,다목적,2,200,360도전방면,30,2016-12,032-770-6300,37.4822111,126.6193757,2020-03-02
336,인천광역시 동구청,인천광역시 동구 인중로 377,인천광역시 동구 만석동 43-235,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.4830295,126.6176997,2020-03-02
337,인천광역시 동구청,인천광역시 동구 보세로 18,인천광역시 동구 만석동 4-3,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.48792473,126.6215507,2020-03-02
338,인천광역시 동구청,인천광역시 동구 인중로 389,인천광역시 동구 만석동 41-79,다목적,1,200,360도전방면,30,2016-12,032-770-6300,37.4839199,126.6181831,2020-03-02
339,인천광역시 동구청,인천광역시 동구 만석로 9,인천광역시 동구 만석동 34-5,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4818201,126.6224605,2020-03-02
340,인천광역시 동구청,인천광역시 동구 석수로 41,인천광역시 동구 만석동 27-2,다목적,1,200,360도전방면,30,2016-11,032-770-6300,37.48098194,126.6267548,2020-03-02
341,인천광역시 동구청,인천광역시 동구 석수로 84-9,인천광역시 동구 만석동 24-19,다목적,1,200,90도단방향,30,2019-06,032-770-6300,37.4827923,126.6260223,2020-03-02
342,인천광역시 동구청,인천광역시 동구 만석부두로 15,인천광역시 동구 만석동 2-386,다목적,1,200,360도전방면,30,2016-12,032-770-6300,37.4895224,126.6227306,2020-03-02
343,인천광역시 동구청,인천광역시 동구 화도진로 207,인천광역시 동구 만석동 2-352,다목적,1,200,360도전방면,30,2013-02,032-770-6300,37.4872752,126.6214885,2020-03-02
344,인천광역시 동구청,인천광역시 동구 보세로 81,인천광역시 동구 만석동 2-255,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4854687,126.6158672,2020-03-02
345,인천광역시 동구청,인천광역시 동구 화도진로 146,인천광역시 동구 만석동 20-54,어린이보호,3,200,360도전방면,30,2018-05,032-770-6300,37.4837093,126.6265482,2020-03-02
346,인천광역시 동구청,인천광역시 동구 인중로 635-20,인천광역시 동구 송현동 1-173,다목적,1,200,360도전방면,30,2018-01,032-770-6300,37.4822473,126.6426346,2020-03-02
347,인천광역시 동구청,인천광역시 동구 송화로 44번길 17,인천광역시 동구 송현동 114-34,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.4800779,126.6338981,2020-03-02
348,인천광역시 동구청,인천광역시 동구 송화로2번길 11,인천광역시 동구 송현동 108-7,다목적,1,200,360도전방면,30,2014-11,032-770-6300,37.4769006,126.6313827,2020-03-02
349,인천광역시 동구청,인천광역시 동구 중앙로 29,인천광역시 동구 송현동 102-32,다목적,1,200,360도전방면,30,2016-12,032-770-6300,37.4738868,126.6345839,2020-03-02
350,인천광역시 동구청,인천광역시 동구 중앙로 83-1,인천광역시 동구 송현동 100-217,다목적,1,130,360도전방면,30,2015-01,032-770-6300,37.4757898,126.6325629,2020-03-02
351,인천광역시 동구청,인천광역시 동구 중앙로 72,인천광역시 동구 송현동 100-183,다목적,1,200,360도전방면,30,2019-11,032-770-6300,37.47552384,126.6331445,2020-03-02
352,인천광역시 동구청,인천광역시 동구 새천년로 15번길 20,인천광역시 동구 송림동 93-9,다목적,1,130,360도전방면,30,2018-06,032-770-6300,37.4708228,126.6480895,2020-03-02
353,인천광역시 동구청,인천광역시 동구 우각로 191,인천광역시 동구 송림동 93-75,다목적,3,200,360도전방면,30,2016-06,032-770-6300,37.47407375,126.6484221,2020-03-02
354,인천광역시 동구청,인천광역시 동구 새천년로15번길 7-1,인천광역시 동구 송림동 93-53,다목적,1,200,360도전방면,30,2017-12,032-770-6300,37.4702258,126.6482048,2020-03-02
355,인천광역시 동구청,인천광역시 동구 우각로173번길 9-2,인천광역시 동구 송림동 92-54,다목적,1,200,360도전방면,30,2013-02,032-770-6300,37.4700855,126.6467343,2020-03-02
356,인천광역시 동구청,인천광역시 동구 우각로 183,인천광역시 동구 송림동 92-30,다목적,1,1200,360도전방면,30,2019-10,032-770-6300,37.4697721,126.6473764,2020-03-02
357,인천광역시 동구청,인천광역시 동구 우각로147번길 14,인천광역시 동구 송림동 92-117,다목적,3,200,270도삼방향,30,2018-07,032-770-6300,37.4703241,126.645933,2020-03-02
358,인천광역시 동구청,인천광역시 동구 우각로149번길 16,인천광역시 동구 송림동 92-111,다목적,1,200,360도전방면,30,2019-06,032-770-6300,37.4702026,126.6464202,2020-03-02
359,인천광역시 동구청,인천광역시 동구 우각로 147번길 46,인천광역시 동구 송림동 92-11,다목적,1,200,360도전방면,30,2016-06,032-770-6300,37.4704936,126.6471995,2020-03-02
360,인천광역시 동구청,인천광역시 동구 금송로 37번길 40,인천광역시 동구 송림동 91-38,다목적,1,1200,360도전방면,30,2015-01,032-770-6300,37.4721344,126.6457127,2020-03-02
361,인천광역시 동구청,인천광역시 동구 우각로187번길 33-1,인천광역시 동구 송림동 91-156,다목적,1,200,360도전방면,30,2019-06,032-770-6300,37.4710981,126.64688,2020-03-02
362,인천광역시 동구청,인천광역시 동구 우각로187번길 46,인천광역시 동구 송림동 91-152,다목적,1,1200,360도전방면,30,2017-06,032-770-6300,37.4716762,126.6470029,2020-03-02
363,인천광역시 동구청,인천광역시 동구 동산로41번길 10,인천광역시 동구 송림동 91-129,다목적,1,200,360도전방면,30,2019-10,032-770-6300,37.4713731,126.6476788,2020-03-02
364,인천광역시 동구청,인천광역시 동구 금송로47번길 14,인천광역시 동구 송림동 90-29,다목적,2,200,180도양뱡향,30,2017-06,032-770-6300,37.4713113,126.645515,2020-03-02
365,인천광역시 동구청,인천광역시 동구 금송로69번길 3,인천광역시 동구 송림동 90-13,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.471572,126.6458517,2020-03-02
366,인천광역시 동구청,인천광역시 동구 금송로 35,인천광역시 동구 송림동 89-24,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4706875,126.6447779,2020-03-02
367,인천광역시 동구청,인천광역시 동구 염전로 42,인천광역시 동구 송림동 8-833,다목적,5,200,360도전방면,30,2019-10,032-770-6300,37.48425906,126.6490815,2020-03-02
368,인천광역시 동구청,인천광역시 동구 금송로7번길 14,인천광역시 동구 송림동 88-21,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4712735,126.6437861,2020-03-02
369,인천광역시 동구청,인천광역시 동구 송향로35번길 26-1,인천광역시 동구 송림동 8-766,다목적,1,200,360도전방면,30,2016-11,032-770-6300,37.4823356,126.651521,2020-03-02
370,인천광역시 동구청,인천광역시 동구 송미로20번길 13,인천광역시 동구 송림동 8-687,다목적,1,600,360도전방면,30,2017-12,032-770-6300,37.4812775,126.6492075,2020-03-02
371,인천광역시 동구청,인천광역시 동구  염전로 64,인천광역시 동구 송림동 8-442,다목적,4,200,360도전방면,30,2015-10,032-770-6300,37.4812235,126.6458102,2020-03-02
372,인천광역시 동구청,인천광역시 동구 염전로 70,인천광역시 동구 송림동 8-436 쉼터빌라,다목적,1,200,360도전방면,30,2016-06,032-770-6300,37.4824826,126.6516179,2020-03-02
373,인천광역시 동구청,인천광역시 동구 송미로 41,인천광역시 동구 송림동 8-367,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.48280173,126.6502358,2020-03-02
374,인천광역시 동구청,인천광역시 동구 샛골로 110번길 11,인천광역시 동구 송림동 81-38,다목적,1,200,360도전방면,30,2016-11,032-770-6300,37.47191,126.6443726,2020-03-02
375,인천광역시 동구청,인천광역시 동구 샛골로 170,인천광역시 동구 송림동 50-131,다목적,1,200,360도전방면,30,2018-09,032-770-6300,37.47054027,126.6500323,2020-09-01
376,인천광역시 동구청,인천광역시 동구 솔빛로 51,인천광역시 동구 송현동 163,다목적,1,200,360도전방면,30,2014-09,032-770-6300,37.4710297,126.6497895,2020-09-01
377,인천광역시 동구청,인천광역시 동구 솔빛로 51,인천광역시 동구 송현동 163,다목적,1,200,360도전방면,30,2014-09,032-770-6300,37.4700522,126.6499624,2020-09-01
378,인천광역시 동구청,인천광역시 동구 샛골로 170-10,인천광역시 동구 송림동 50-135,다목적,1,200,360도전방면,30,2019-09,032-770-6300,37.4702174,126.6503132,2020-09-01
379,인천광역시 동구청,인천광역시 동구 샛골로 175,인천광역시 동구 송림동 124-50,다목적,1,200,360도전방면,30,2014-09,032-770-6300,37.47019518,126.6503443,2020-09-01
380,인천광역시 동구청,인천광역시 동구 솔빛로 2,인천광역시 동구 송현동 99-2,다목적,1,200,360도전방면,30,2014-09,032-770-6300,37.46991159,126.6507254,2020-09-01
381,인천광역시 동구청,인천광역시 동구 솔빛로 70,인천광역시 동구 송림동 163-45,다목적,1,200,360도전방면,30,2014-09,032-770-6300,37.4729345,126.6442173,2020-09-01
382,인천광역시 동구청,인천광역시 동구 화도진로 170,인천광역시 동구 만석동 9-69,다목적,5,200,360도전방면,30,2016-06,032-770-6300,37.47410037,126.6473784,2020-09-01
383,인천광역시 동구청,인천광역시 동구 송림로 98,인천광역시 동구 송림동 60-1,다목적,1,200,360도전방면,30,2016-06,032-770-6300,37.47113998,126.6468897,2020-09-01
384,인천광역시 동구청,인천광역시 동구 동산로 80-1,인천광역시 동구 송림동 60-10,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.47063984,126.6495581,2020-09-01
385,인천광역시 동구청,인천광역시 동구 금곡로 95,인천광역시 동구 송림동 67-38,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.4721344,126.6457127,2020-09-01
386,인천광역시 동구청,인천광역시 동구 동산로 64번길 11,인천광역시 동구 송림동 65-13,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.46981519,126.6473764,2020-09-01
